MJD & Phase & Instrument & Telescope & Filter & AB Mag & 1sig Error & DMag & Ref & Note \\
57993.969 & 11.440 & ANDICAM & 1.3m/CTIO & K & $>$19.11 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57993.979 & 11.450 & FLAMINGOS-2 & Gemini-S & Ks & 19.03 & 0.17 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&R\\
57993.979 & 11.450 & FLAMINGOS-2 & Gemini-S & Ks & 19.41 & 0.09 & 0 & \citeauthor{kasliwal2017illuminating}&R,O\\
57993.979 & 11.450 & FLAMINGOS-2 & Gemini-S & Ks & 18.99 & 0.05 & 0 & \citeauthor{troja2017x}&R\\
57993.979 & 11.450 & FLAMINGOS-2 & Gemini-S & Ks & 18.99 & 0.05 & 0 & this paper &*,A\\
57993.980 & 11.451 & FORS2 & VLT & z & 22.82 & 0.47 & 0 & \citeauthor{pian2017spectroscopic}&*\\
57993.989 & 11.460 & FLAMINGOS-2 & Gemini-S & H & $>$20.63 & -  & 0 & \citeauthor{kasliwal2017illuminating}&R\\
57993.989 & 11.460 & FLAMINGOS-2 & Gemini-S & H & 20.24 & 0.18 & 0 & \citeauthor{troja2017x}&*,R\\
57993.989 & 11.460 & FLAMINGOS-2 & Gemini-S & J & $>$21.07 & -  & 0 & \citeauthor{kasliwal2017illuminating}&R,O\\
57993.989 & 11.460 & FLAMINGOS-2 & Gemini-S & J & 20.35 & 0.12 & 0 & \citeauthor{troja2017x}&*,R\\
57993.989 & 11.460 & VIRCAM & VISTA & J & 21.16 & 0.40 &  0 &\citeauthor{tanvir2017emergence}&*\\
57993.997 & 11.468 & SOFI & NTT & H & 19.64 & 0.14 &  0 &\citeauthor{drout2017light}&*\\
57994.000 & 11.471 & FORS2 & VLT & I & 23.00 & 0.31 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57994.029 & 11.500 & WFC3/UVIS & HST & F225W & $>$26.04 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57994.029 & 11.500 & WFC3/UVIS & HST & F275W & $>$26.13 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57994.029 & 11.500 & WFC3/UVIS & HST & F336W & $>$26.37 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57994.962 & 12.433 & FourStar & Magellan & Ks & 19.36 & 0.09 &  0 &\citeauthor{drout2017light}&*\\
57994.969 & 12.440 & FLAMINGOS-2 & Gemini-S & Ks & 19.42 & 0.16 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&R\\
57994.969 & 12.440 & FLAMINGOS-2 & Gemini-S & Ks & 19.44 & 0.08 &  0 & \citeauthor{kasliwal2017illuminating}&R\\
57994.969 & 12.440 & FLAMINGOS-2 & Gemini-S & Ks & 19.46 &  0.04 &  0 &\citeauthor{troja2017x}&R\\
57994.969 & 12.440 & FLAMINGOS-2 & Gemini-S & Ks & 19.45 &  0.04 &  0 &this paper&*,A\\
57994.969 & 12.440 & VIMOS & VLT & r & 23.12 & 0.31 & 0 & \citeauthor{tanvir2017emergence}&*\\
57994.979 & 12.450 & FLAMINGOS-2 & Gemini-S & H & 20.99& 0.21 & 0 & \citeauthor{troja2017x}&R\\
57994.979 & 12.450 & FLAMINGOS-2 & Gemini-S & H & 20.57 & 0.19 & 0 & \citeauthor{kasliwal2017illuminating}&R\\
57994.979 & 12.450 & FLAMINGOS-2 & Gemini-S & H & 20.76 & 0.19 & 0 & this paper&*,A\\
57994.985 & 12.456 & SOFI & NTT & Ks & 19.32 & 0.09 & 0 & \citeauthor{drout2017light}&*\\
57994.989 & 12.460 & FLAMINGOS-2 & Gemini-S & J & $>$21.55 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57994.989 & 12.460 & VIRCAM & VISTA & Ks & 19.34 & 0.08 &  0 &\citeauthor{tanvir2017emergence}&*\\
57995.388 & 12.859 & Skymapper & Skymapper & g & $>$19.36 & - & 0 & \citeauthor{andreoni2017}&*\\
57995.389 & 12.860 & Skymapper & Skymapper & r & $>$19.32 & - & 0 & \citeauthor{andreoni2017}&*\\
57995.401 & 12.872 & Skymapper & Skymapper & g & $>$19.24 & - & 0 & \citeauthor{andreoni2017}&*\\
57995.959 & 13.430 & FLAMINGOS-2 & Gemini-S & Ks & 19.63 & 0.23 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&R\\
57995.959 & 13.430 & FLAMINGOS-2 & Gemini-S & Ks & 19.84 & 0.09 &  0 &\citeauthor{kasliwal2017illuminating}&R\\
57995.959 & 13.430 & FLAMINGOS-2 & Gemini-S & Ks & 19.81 & 0.09 &  0 &this paper&*,A\\
57995.961 & 13.432 & EFOSC2 & NTT & K & 19.67 & 0.14 &  0 &\citeauthor{smartt2017kilonova}&*\\
57995.962 & 13.433 & FourStar & Magellan & H & $>$20.50 & - & 0 & \citeauthor{drout2017light}&*\\
57995.969 & 13.440 & VIMOS & VLT & z & 22.30 & 0.28 & 0 & \citeauthor{tanvir2017emergence}&*\\
57995.978 & 13.449 & FourStar & Magellan & Ks & 19.52 & 0.09 &  0 &\citeauthor{drout2017light}&*\\
57995.979 & 13.450 & FLAMINGOS-2 & Gemini-S & H & 21.48 & 0.30 & 0 & \citeauthor{kasliwal2017illuminating}&R\\
57995.979 & 13.450 & FLAMINGOS-2 & Gemini-S & H & 21.01 & 0.14 & 0 & \citeauthor{troja2017x}&R\\
57995.979 & 13.450 & FLAMINGOS-2 & Gemini-S & H & 21.09 & 0.14 & 0 & this paper&*,A\\
57995.989 & 13.460 & FLAMINGOS-2 & Gemini-S & J & $>$21.94 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57995.990 & 13.461 & SOFI & NTT & Ks & 19.43 & 0.09 &  0 &\citeauthor{drout2017light}&*\\
57996.799 & 14.270 & MOIRCS & Subaru & Ks & 19.35 & 0.04 &  0 &\citeauthor{utsumi2017j}&O\\
57996.974 & 14.445 & FLAMINGOS-2 & Gemini-S & Ks & 19.90 & 0.21 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&R\\
57996.974 & 14.445 & FLAMINGOS-2 & Gemini-S & Ks & 20.06 & 0.10 &  0 &\citeauthor{kasliwal2017illuminating}&R\\
57996.974 & 14.445 & FLAMINGOS-2 & Gemini-S & Ks & 19.93 & 0.03 &  0 &\citeauthor{troja2017x}&R\\
57996.974 & 14.445 & FLAMINGOS-2 & Gemini-S & Ks & 19.94 & 0.03 &  0 &this paper&*,A\\
57996.969 & 14.440 & VISIR & VLT & J8.9 & $>$7.74 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57996.980 & 14.451 & FORS2 & VLT & z & 23.34 & 0.37 &  0 &\citeauthor{pian2017spectroscopic}&*\\
57996.989 & 14.460 & VIRCAM & VISTA & Ks & 20.02 & 0.13 &  0 &\citeauthor{tanvir2017emergence}&*\\
57996.999 & 14.470 & FLAMINGOS-2 & Gemini-S & H & 21.63 & 0.36 &  0 &\citeauthor{kasliwal2017illuminating}&*\\
57997.009 & 14.480 & GMOS & Gemini-S & i & $>$23.20 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57997.799 & 15.270 & MOIRCS & Subaru & Ks & 19.97 & 0.05 &  0 &\citeauthor{utsumi2017j}&*\\
57997.969 & 15.440 & VISIR & VLT & J8.9 & $>$7.57 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57997.970 & 15.441 & FourStar & Magellan & Ks & 20.23 & 0.10 &  0 &\citeauthor{drout2017light}&*\\
57997.976 & 15.447 & FLAMINGOS-2 & Gemini-S & Ks & 20.13 & 0.25 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&R\\
57997.976 & 15.447 & FLAMINGOS-2 & Gemini-S & Ks & 20.43 & 0.13 & 0 & \citeauthor{kasliwal2017illuminating}&R,O\\
57997.976 & 15.447 & FLAMINGOS-2 & Gemini-S & Ks & 20.06 & 0.05 & 0 & \citeauthor{troja2017x}&R\\
57997.976 & 15.447 & FLAMINGOS-2 & Gemini-S & Ks & 20.06 & 0.05 & 0 & this paper&*,A\\
57998.029 & 15.500 & GMOS & Gemini-S & i & $>$23.40 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57998.979 & 16.450 & FLAMINGOS-2 & Gemini-S & Ks & 20.43 & 0.30 & 0 & \citeauthor{cowperthwaite2017electromagnetic}&R\\
57998.979 & 16.450 & FLAMINGOS-2 & Gemini-S & Ks & 20.31& 0.08 & 0 & \citeauthor{troja2017x}&R\\
57998.979 & 16.450 & FLAMINGOS-2 & Gemini-S & Ks & 20.95 & 0.18 & 0 & \citeauthor{kasliwal2017illuminating}&R,O\\
57998.979 & 16.450 & FLAMINGOS-2 & Gemini-S & Ks & 20.32 & 0.08 & 0 & this paper&*,A\\
57998.999 & 16.470 & GMOS & Gemini-S & r & $>$21.18 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
57999.979 & 17.450 & HAWKI & VLT & Ks & 20.77 & 0.13 & 0 & \citeauthor{tanvir2017emergence}&*\\
57999.989 & 17.460 & FLAMINGOS-2 & Gemini-S & Ks & $>$19.92 & -  & 0 & \citeauthor{kasliwal2017illuminating}&R\\
57999.989 & 17.460 & FLAMINGOS-2 & Gemini-S & Ks & 20.61 & 0.09 & 0 & \citeauthor{troja2017x}&*,R\\
58000.009 & 17.480 & GMOS & Gemini-S & r & $>$21.98 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
58000.960 & 18.431 & FourStar & Magellan & Ks & 20.81 & 0.13 &  0 &\citeauthor{drout2017light}&*\\
58000.966 & 18.437 & EFOSC2 & NTT & K & 20.76 & 0.35 &  0 &\citeauthor{smartt2017kilonova}&*\\
58000.978 & 18.449 & FLAMINGOS-2 & Gemini-S & Ks & 20.84& 0.26 &  0 &\citeauthor{cowperthwaite2017electromagnetic}&R\\
58000.978 & 18.449 & FLAMINGOS-2 & Gemini-S & Ks & 21.04 & 0.09 &  0 &\citeauthor{kasliwal2017illuminating}&R\\
58000.978 & 18.449 & FLAMINGOS-2 & Gemini-S & Ks & 21.02 & 0.09 &  0 &this paper&*,A\\
58000.990 & 18.461 & FourStar & Magellan & Ks & 20.93 & 0.17 & 0 & \citeauthor{drout2017light}&*\\
58000.999 & 18.470 & GMOS & Gemini-S & i & $>$21.90 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
58001.989 & 19.460 & FLAMINGOS-2 & Gemini-S & Ks & 21.23 & 0.37 &  0 &\citeauthor{kasliwal2017illuminating}&R\\
58001.989 & 19.460 & FLAMINGOS-2 & Gemini-S & Ks & 20.85 & 0.13 &  0 &\citeauthor{troja2017x}&R\\
58001.989 & 19.460 & FLAMINGOS-2 & Gemini-S & Ks & 20.89 & 0.13 &  0 &this paper&*,A\\
58001.992 & 19.463 & VIMOS & VLT & z & 23.37 & 0.48 &  0 &\citeauthor{tanvir2017emergence}&*\\
58002.979 & 20.450 & FLAMINGOS-2 & Gemini-S & H & $>$21.22 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
58002.979 & 20.450 & VISIR & VLT & J8.9 & $>$7.42 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
58003.969 & 21.440 & HAWKI & VLT & Ks & 21.46 & 0.08 &  0 &\citeauthor{tanvir2017emergence}&*\\
58003.989 & 21.460 & FLAMINGOS-2 & Gemini-S & Ks & $>$21.48 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
58007.969 & 25.440 & HAWKI & VLT & Ks & 22.06 & 0.22 &  0 &\citeauthor{tanvir2017emergence}&*\\
58007.989 & 25.460 & FLAMINGOS-2 & Gemini-S & J & $>$20.21 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
58010.969 & 28.440 & FLAMINGOS-2 & Gemini-S & Ks & $>$19.96 & - & 0 & \citeauthor{kasliwal2017illuminating}&*\\
58011.969 & 29.440 & FLAMINGOS-2 & Gemini-S & Ks & $>$20.60 & - &  0 &\citeauthor{kasliwal2017illuminating}&*\\
